;FINANCIALCONTRACTID;SOURCESYSTEM;BUSINESSPARTNERID2;DESCRIPTION;COMPANYROLE;COUNTERPARTYROLE;GOVERNINGLAWCOUNTRY;SIGNINGDATE;BANKINGBOOKORTRADINGBOOK;ASSOCIATEDPROJECT;AGREEDSTARTDATE;CLOSINGDATE;SEGREGATIONTYPE;CURRENCY3;ACCOUNTOPENINGDATE3;BUSINESSPARTNER
811;100000581;CARDSYSTEM;5581;CardAgreement;CardIssuer;MainCardHolder;US;01.03.2015;Banking;;01.03.2015;;;USD;;
812;100001002;CARDSYSTEM;6002;CardAgreement;CardIssuer;MainCardHolder;US;30.06.2013;Banking;;30.06.2013;;;USD;;
813;100000121;CARDSYSTEM;5121;CardAgreement;CardIssuer;MainCardHolder;US;30.05.2012;Banking;;30.05.2012;;;USD;;
814;100001498;CARDSYSTEM;6498;CardAgreement;CardIssuer;MainCardHolder;US;30.08.2016;Banking;;30.08.2016;;;USD;;
815;100000582;CARDSYSTEM;5582;CardAgreement;CardIssuer;MainCardHolder;US;29.05.2014;Banking;;29.05.2014;;;USD;;
816;100001003;CARDSYSTEM;6003;CardAgreement;CardIssuer;MainCardHolder;US;24.07.2013;Banking;;24.07.2013;;;USD;;
817;100000122;CARDSYSTEM;5122;CardAgreement;CardIssuer;MainCardHolder;US;17.03.2015;Banking;;17.03.2015;;;USD;;
818;100001499;CARDSYSTEM;6499;CardAgreement;CardIssuer;MainCardHolder;US;01.03.2017;Banking;;01.03.2017;;;USD;;
819;100000583;CARDSYSTEM;5583;CardAgreement;CardIssuer;MainCardHolder;US;15.04.2017;Banking;;15.04.2017;;;USD;;
820;100001004;CARDSYSTEM;6004;CardAgreement;CardIssuer;MainCardHolder;US;18.08.2013;Banking;;18.08.2013;;;USD;;
821;100000123;CARDSYSTEM;5123;CardAgreement;CardIssuer;MainCardHolder;US;06.05.2014;Banking;;06.05.2014;;;USD;;
822;100001500;CARDSYSTEM;6500;CardAgreement;CardIssuer;MainCardHolder;US;11.06.2015;Banking;;11.06.2015;;;USD;;
823;100000584;CARDSYSTEM;5584;CardAgreement;CardIssuer;MainCardHolder;US;03.04.2017;Banking;;03.04.2017;;;USD;;
824;100001005;CARDSYSTEM;6005;CardAgreement;CardIssuer;MainCardHolder;US;26.07.2015;Banking;;26.07.2015;;;USD;;
825;100000124;CARDSYSTEM;5124;CardAgreement;CardIssuer;MainCardHolder;US;26.09.2015;Banking;;26.09.2015;;;USD;;
826;100001501;CARDSYSTEM;6501;CardAgreement;CardIssuer;MainCardHolder;US;19.01.2017;Banking;;19.01.2017;;;USD;;
827;100000585;CARDSYSTEM;5585;CardAgreement;CardIssuer;MainCardHolder;US;04.03.2014;Banking;;04.03.2014;;;USD;;
828;100001006;CARDSYSTEM;6006;CardAgreement;CardIssuer;MainCardHolder;US;16.04.2014;Banking;;16.04.2014;;;USD;;
829;100000125;CARDSYSTEM;5125;CardAgreement;CardIssuer;MainCardHolder;US;22.11.2012;Banking;;22.11.2012;;;USD;;
830;100001502;CARDSYSTEM;6502;CardAgreement;CardIssuer;MainCardHolder;US;18.11.2012;Banking;;18.11.2012;;;USD;;
831;100000586;CARDSYSTEM;5586;CardAgreement;CardIssuer;MainCardHolder;US;30.05.2016;Banking;;30.05.2016;;;USD;;
832;100000126;CARDSYSTEM;5126;CardAgreement;CardIssuer;MainCardHolder;US;27.10.2012;Banking;;27.10.2012;;;USD;;
833;100001007;CARDSYSTEM;6007;CardAgreement;CardIssuer;MainCardHolder;US;21.03.2016;Banking;;21.03.2016;;;USD;;
834;100001503;CARDSYSTEM;6503;CardAgreement;CardIssuer;MainCardHolder;US;31.03.2014;Banking;;31.03.2014;;;USD;;
835;100000587;CARDSYSTEM;5587;CardAgreement;CardIssuer;MainCardHolder;US;22.06.2014;Banking;;22.06.2014;;;USD;;
836;100001008;CARDSYSTEM;6008;CardAgreement;CardIssuer;MainCardHolder;US;19.05.2013;Banking;;19.05.2013;;;USD;;
837;100000127;CARDSYSTEM;5127;CardAgreement;CardIssuer;MainCardHolder;US;05.10.2015;Banking;;05.10.2015;;;USD;;
838;100001504;CARDSYSTEM;6504;CardAgreement;CardIssuer;MainCardHolder;US;04.03.2012;Banking;;04.03.2012;;;USD;;
839;100000588;CARDSYSTEM;5588;CardAgreement;CardIssuer;MainCardHolder;US;21.06.2016;Banking;;21.06.2016;;;USD;;
840;100001009;CARDSYSTEM;6009;CardAgreement;CardIssuer;MainCardHolder;US;09.03.2013;Banking;;09.03.2013;;;USD;;
841;100001505;CARDSYSTEM;6505;CardAgreement;CardIssuer;MainCardHolder;US;18.09.2012;Banking;;18.09.2012;;;USD;;
842;100000589;CARDSYSTEM;5589;CardAgreement;CardIssuer;MainCardHolder;US;17.06.2012;Banking;;17.06.2012;;;USD;;
843;100000128;CARDSYSTEM;5128;CardAgreement;CardIssuer;MainCardHolder;US;13.03.2013;Banking;;13.03.2013;;;USD;;
844;100001010;CARDSYSTEM;6010;CardAgreement;CardIssuer;MainCardHolder;US;12.03.2013;Banking;;12.03.2013;;;USD;;
845;100001506;CARDSYSTEM;6506;CardAgreement;CardIssuer;MainCardHolder;US;01.10.2016;Banking;;01.10.2016;;;USD;;
846;100000590;CARDSYSTEM;5590;CardAgreement;CardIssuer;MainCardHolder;US;13.11.2013;Banking;;13.11.2013;;;USD;;
847;100001011;CARDSYSTEM;6011;CardAgreement;CardIssuer;MainCardHolder;US;30.03.2012;Banking;;30.03.2012;;;USD;;
848;100001507;CARDSYSTEM;6507;CardAgreement;CardIssuer;MainCardHolder;US;09.12.2015;Banking;;09.12.2015;;;USD;;
849;100000129;CARDSYSTEM;5129;CardAgreement;CardIssuer;MainCardHolder;US;09.04.2017;Banking;;09.04.2017;;;USD;;
850;100000591;CARDSYSTEM;5591;CardAgreement;CardIssuer;MainCardHolder;US;09.09.2016;Banking;;09.09.2016;;;USD;;
851;100001012;CARDSYSTEM;6012;CardAgreement;CardIssuer;MainCardHolder;US;12.02.2012;Banking;;12.02.2012;;;USD;;
852;100001508;CARDSYSTEM;6508;CardAgreement;CardIssuer;MainCardHolder;US;01.02.2017;Banking;;01.02.2017;;;USD;;
853;100000592;CARDSYSTEM;5592;CardAgreement;CardIssuer;MainCardHolder;US;21.05.2014;Banking;;21.05.2014;;;USD;;
854;100001013;CARDSYSTEM;6013;CardAgreement;CardIssuer;MainCardHolder;US;22.01.2012;Banking;;22.01.2012;;;USD;;
855;100001509;CARDSYSTEM;6509;CardAgreement;CardIssuer;MainCardHolder;US;10.06.2017;Banking;;10.06.2017;;;USD;;
856;100000130;CARDSYSTEM;5130;CardAgreement;CardIssuer;MainCardHolder;US;19.08.2015;Banking;;19.08.2015;;;USD;;
857;100000593;CARDSYSTEM;5593;CardAgreement;CardIssuer;MainCardHolder;US;06.01.2012;Banking;;06.01.2012;;;USD;;
858;100001510;CARDSYSTEM;6510;CardAgreement;CardIssuer;MainCardHolder;US;17.03.2013;Banking;;17.03.2013;;;USD;;
859;100001014;CARDSYSTEM;6014;CardAgreement;CardIssuer;MainCardHolder;US;13.04.2015;Banking;;13.04.2015;;;USD;;
860;100000131;CARDSYSTEM;5131;CardAgreement;CardIssuer;MainCardHolder;US;27.10.2014;Banking;;27.10.2014;;;USD;;
861;100000594;CARDSYSTEM;5594;CardAgreement;CardIssuer;MainCardHolder;US;03.02.2012;Banking;;03.02.2012;;;USD;;
862;100001511;CARDSYSTEM;6511;CardAgreement;CardIssuer;MainCardHolder;US;10.05.2015;Banking;;10.05.2015;;;USD;;
863;100000132;CARDSYSTEM;5132;CardAgreement;CardIssuer;MainCardHolder;US;19.04.2012;Banking;;19.04.2012;;;USD;;
864;100000595;CARDSYSTEM;5595;CardAgreement;CardIssuer;MainCardHolder;US;02.06.2016;Banking;;02.06.2016;;;USD;;
865;100001015;CARDSYSTEM;6015;CardAgreement;CardIssuer;MainCardHolder;US;01.08.2015;Banking;;01.08.2015;;;USD;;
866;100001512;CARDSYSTEM;6512;CardAgreement;CardIssuer;MainCardHolder;US;06.06.2013;Banking;;06.06.2013;;;USD;;
867;100000133;CARDSYSTEM;5133;CardAgreement;CardIssuer;MainCardHolder;US;04.02.2015;Banking;;04.02.2015;;;USD;;
868;100000596;CARDSYSTEM;5596;CardAgreement;CardIssuer;MainCardHolder;US;16.12.2012;Banking;;16.12.2012;;;USD;;
869;100001513;CARDSYSTEM;6513;CardAgreement;CardIssuer;MainCardHolder;US;21.07.2015;Banking;;21.07.2015;;;USD;;
870;100001016;CARDSYSTEM;6016;CardAgreement;CardIssuer;MainCardHolder;US;03.09.2012;Banking;;03.09.2012;;;USD;;
871;100000597;CARDSYSTEM;5597;CardAgreement;CardIssuer;MainCardHolder;US;11.11.2016;Banking;;11.11.2016;;;USD;;
872;100000134;CARDSYSTEM;5134;CardAgreement;CardIssuer;MainCardHolder;US;24.05.2014;Banking;;24.05.2014;;;USD;;
873;100001514;CARDSYSTEM;6514;CardAgreement;CardIssuer;MainCardHolder;US;05.06.2015;Banking;;05.06.2015;;;USD;;
874;100000598;CARDSYSTEM;5598;CardAgreement;CardIssuer;MainCardHolder;US;18.11.2012;Banking;;18.11.2012;;;USD;;
875;100001017;CARDSYSTEM;6017;CardAgreement;CardIssuer;MainCardHolder;US;07.03.2017;Banking;;07.03.2017;;;USD;;
876;100000135;CARDSYSTEM;5135;CardAgreement;CardIssuer;MainCardHolder;US;01.11.2013;Banking;;01.11.2013;;;USD;;
877;100001515;CARDSYSTEM;6515;CardAgreement;CardIssuer;MainCardHolder;US;19.02.2013;Banking;;19.02.2013;;;USD;;
878;100000599;CARDSYSTEM;5599;CardAgreement;CardIssuer;MainCardHolder;US;12.01.2012;Banking;;12.01.2012;;;USD;;
879;100001516;CARDSYSTEM;6516;CardAgreement;CardIssuer;MainCardHolder;US;21.06.2012;Banking;;21.06.2012;;;USD;;
880;100000136;CARDSYSTEM;5136;CardAgreement;CardIssuer;MainCardHolder;US;13.10.2016;Banking;;13.10.2016;;;USD;;
881;100001018;CARDSYSTEM;6018;CardAgreement;CardIssuer;MainCardHolder;US;02.04.2014;Banking;;02.04.2014;;;USD;;
882;100000600;CARDSYSTEM;5600;CardAgreement;CardIssuer;MainCardHolder;US;13.08.2015;Banking;;13.08.2015;;;USD;;
883;100001517;CARDSYSTEM;6517;CardAgreement;CardIssuer;MainCardHolder;US;01.12.2013;Banking;;01.12.2013;;;USD;;
884;100000137;CARDSYSTEM;5137;CardAgreement;CardIssuer;MainCardHolder;US;24.03.2017;Banking;;24.03.2017;;;USD;;
885;100000601;CARDSYSTEM;5601;CardAgreement;CardIssuer;MainCardHolder;US;20.04.2013;Banking;;20.04.2013;;;USD;;
886;100001019;CARDSYSTEM;6019;CardAgreement;CardIssuer;MainCardHolder;US;26.01.2014;Banking;;26.01.2014;;;USD;;
887;100001518;CARDSYSTEM;6518;CardAgreement;CardIssuer;MainCardHolder;US;08.07.2016;Banking;;08.07.2016;;;USD;;
888;100000138;CARDSYSTEM;5138;CardAgreement;CardIssuer;MainCardHolder;US;24.02.2016;Banking;;24.02.2016;;;USD;;
889;100000602;CARDSYSTEM;5602;CardAgreement;CardIssuer;MainCardHolder;US;12.10.2014;Banking;;12.10.2014;;;USD;;
890;100001519;CARDSYSTEM;6519;CardAgreement;CardIssuer;MainCardHolder;US;23.07.2014;Banking;;23.07.2014;;;USD;;
891;100000139;CARDSYSTEM;5139;CardAgreement;CardIssuer;MainCardHolder;US;03.07.2015;Banking;;03.07.2015;;;USD;;
892;100001020;CARDSYSTEM;6020;CardAgreement;CardIssuer;MainCardHolder;US;24.09.2013;Banking;;24.09.2013;;;USD;;
893;100000603;CARDSYSTEM;5603;CardAgreement;CardIssuer;MainCardHolder;US;08.10.2012;Banking;;08.10.2012;;;USD;;
894;100001520;CARDSYSTEM;6520;CardAgreement;CardIssuer;MainCardHolder;US;14.12.2013;Banking;;14.12.2013;;;USD;;
895;100000140;CARDSYSTEM;5140;CardAgreement;CardIssuer;MainCardHolder;US;14.09.2012;Banking;;14.09.2012;;;USD;;
896;100000604;CARDSYSTEM;5604;CardAgreement;CardIssuer;MainCardHolder;US;21.03.2012;Banking;;21.03.2012;;;USD;;
897;100001521;CARDSYSTEM;6521;CardAgreement;CardIssuer;MainCardHolder;US;21.09.2016;Banking;;21.09.2016;;;USD;;
898;100001021;CARDSYSTEM;6021;CardAgreement;CardIssuer;MainCardHolder;US;06.04.2017;Banking;;06.04.2017;;;USD;;
899;100000141;CARDSYSTEM;5141;CardAgreement;CardIssuer;MainCardHolder;US;05.09.2013;Banking;;05.09.2013;;;USD;;
900;100000605;CARDSYSTEM;5605;CardAgreement;CardIssuer;MainCardHolder;US;21.05.2012;Banking;;21.05.2012;;;USD;;
901;100001522;CARDSYSTEM;6522;CardAgreement;CardIssuer;MainCardHolder;US;27.04.2015;Banking;;27.04.2015;;;USD;;
902;100000142;CARDSYSTEM;5142;CardAgreement;CardIssuer;MainCardHolder;US;23.08.2016;Banking;;23.08.2016;;;USD;;
903;100000606;CARDSYSTEM;5606;CardAgreement;CardIssuer;MainCardHolder;US;20.07.2016;Banking;;20.07.2016;;;USD;;
904;100001022;CARDSYSTEM;6022;CardAgreement;CardIssuer;MainCardHolder;US;19.08.2012;Banking;;19.08.2012;;;USD;;
905;100000143;CARDSYSTEM;5143;CardAgreement;CardIssuer;MainCardHolder;US;08.06.2014;Banking;;08.06.2014;;;USD;;
906;100001523;CARDSYSTEM;6523;CardAgreement;CardIssuer;MainCardHolder;US;19.03.2014;Banking;;19.03.2014;;;USD;;
907;100000607;CARDSYSTEM;5607;CardAgreement;CardIssuer;MainCardHolder;US;20.03.2014;Banking;;20.03.2014;;;USD;;
908;100001023;CARDSYSTEM;6023;CardAgreement;CardIssuer;MainCardHolder;US;12.10.2014;Banking;;12.10.2014;;;USD;;
909;100000144;CARDSYSTEM;5144;CardAgreement;CardIssuer;MainCardHolder;US;26.12.2015;Banking;;26.12.2015;;;USD;;
910;100000608;CARDSYSTEM;5608;CardAgreement;CardIssuer;MainCardHolder;US;29.11.2014;Banking;;29.11.2014;;;USD;;
911;100001524;CARDSYSTEM;6524;CardAgreement;CardIssuer;MainCardHolder;US;22.12.2014;Banking;;22.12.2014;;;USD;;
912;100000145;CARDSYSTEM;5145;CardAgreement;CardIssuer;MainCardHolder;US;29.10.2014;Banking;;29.10.2014;;;USD;;
913;100001525;CARDSYSTEM;6525;CardAgreement;CardIssuer;MainCardHolder;US;22.03.2012;Banking;;22.03.2012;;;USD;;
914;100000609;CARDSYSTEM;5609;CardAgreement;CardIssuer;MainCardHolder;US;15.02.2016;Banking;;15.02.2016;;;USD;;
915;100001024;CARDSYSTEM;6024;CardAgreement;CardIssuer;MainCardHolder;US;08.06.2013;Banking;;08.06.2013;;;USD;;
916;100000146;CARDSYSTEM;5146;CardAgreement;CardIssuer;MainCardHolder;US;20.12.2015;Banking;;20.12.2015;;;USD;;
917;100001526;CARDSYSTEM;6526;CardAgreement;CardIssuer;MainCardHolder;US;03.12.2016;Banking;;03.12.2016;;;USD;;
918;100000610;CARDSYSTEM;5610;CardAgreement;CardIssuer;MainCardHolder;US;06.06.2016;Banking;;06.06.2016;;;USD;;
919;100000147;CARDSYSTEM;5147;CardAgreement;CardIssuer;MainCardHolder;US;15.11.2013;Banking;;15.11.2013;;;USD;;
920;100001025;CARDSYSTEM;6025;CardAgreement;CardIssuer;MainCardHolder;US;03.03.2016;Banking;;03.03.2016;;;USD;;
921;100001527;CARDSYSTEM;6527;CardAgreement;CardIssuer;MainCardHolder;US;03.12.2016;Banking;;03.12.2016;;;USD;;
922;100000611;CARDSYSTEM;5611;CardAgreement;CardIssuer;MainCardHolder;US;19.06.2016;Banking;;19.06.2016;;;USD;;
923;100000148;CARDSYSTEM;5148;CardAgreement;CardIssuer;MainCardHolder;US;16.03.2012;Banking;;16.03.2012;;;USD;;
924;100001528;CARDSYSTEM;6528;CardAgreement;CardIssuer;MainCardHolder;US;17.09.2016;Banking;;17.09.2016;;;USD;;
925;100000612;CARDSYSTEM;5612;CardAgreement;CardIssuer;MainCardHolder;US;09.07.2014;Banking;;09.07.2014;;;USD;;
926;100001026;CARDSYSTEM;6026;CardAgreement;CardIssuer;MainCardHolder;US;01.02.2017;Banking;;01.02.2017;;;USD;;
927;100000149;CARDSYSTEM;5149;CardAgreement;CardIssuer;MainCardHolder;US;13.09.2015;Banking;;13.09.2015;;;USD;;
928;100001529;CARDSYSTEM;6529;CardAgreement;CardIssuer;MainCardHolder;US;23.12.2014;Banking;;23.12.2014;;;USD;;
929;100000613;CARDSYSTEM;5613;CardAgreement;CardIssuer;MainCardHolder;US;13.07.2015;Banking;;13.07.2015;;;USD;;
930;100000150;CARDSYSTEM;5150;CardAgreement;CardIssuer;MainCardHolder;US;21.05.2014;Banking;;21.05.2014;;;USD;;
931;100001027;CARDSYSTEM;6027;CardAgreement;CardIssuer;MainCardHolder;US;06.01.2013;Banking;;06.01.2013;;;USD;;
932;100001530;CARDSYSTEM;6530;CardAgreement;CardIssuer;MainCardHolder;US;05.07.2016;Banking;;05.07.2016;;;USD;;
933;100000614;CARDSYSTEM;5614;CardAgreement;CardIssuer;MainCardHolder;US;06.07.2013;Banking;;06.07.2013;;;USD;;
934;100000151;CARDSYSTEM;5151;CardAgreement;CardIssuer;MainCardHolder;US;08.05.2012;Banking;;08.05.2012;;;USD;;
935;100001028;CARDSYSTEM;6028;CardAgreement;CardIssuer;MainCardHolder;US;15.03.2013;Banking;;15.03.2013;;;USD;;
936;100001531;CARDSYSTEM;6531;CardAgreement;CardIssuer;MainCardHolder;US;14.04.2015;Banking;;14.04.2015;;;USD;;
937;100000615;CARDSYSTEM;5615;CardAgreement;CardIssuer;MainCardHolder;US;25.09.2012;Banking;;25.09.2012;;;USD;;
938;100000152;CARDSYSTEM;5152;CardAgreement;CardIssuer;MainCardHolder;US;01.06.2016;Banking;;01.06.2016;;;USD;;
939;100001532;CARDSYSTEM;6532;CardAgreement;CardIssuer;MainCardHolder;US;10.01.2017;Banking;;10.01.2017;;;USD;;
940;100000616;CARDSYSTEM;5616;CardAgreement;CardIssuer;MainCardHolder;US;23.04.2017;Banking;;23.04.2017;;;USD;;
941;100001029;CARDSYSTEM;6029;CardAgreement;CardIssuer;MainCardHolder;US;18.04.2012;Banking;;18.04.2012;;;USD;;
942;100000153;CARDSYSTEM;5153;CardAgreement;CardIssuer;MainCardHolder;US;10.10.2015;Banking;;10.10.2015;;;USD;;
943;100001533;CARDSYSTEM;6533;CardAgreement;CardIssuer;MainCardHolder;US;07.03.2015;Banking;;07.03.2015;;;USD;;
944;100000617;CARDSYSTEM;5617;CardAgreement;CardIssuer;MainCardHolder;US;19.02.2016;Banking;;19.02.2016;;;USD;;
945;100001030;CARDSYSTEM;6030;CardAgreement;CardIssuer;MainCardHolder;US;31.05.2014;Banking;;31.05.2014;;;USD;;
946;100000154;CARDSYSTEM;5154;CardAgreement;CardIssuer;MainCardHolder;US;18.09.2013;Banking;;18.09.2013;;;USD;;
947;100000618;CARDSYSTEM;5618;CardAgreement;CardIssuer;MainCardHolder;US;30.05.2014;Banking;;30.05.2014;;;USD;;
948;100001534;CARDSYSTEM;6534;CardAgreement;CardIssuer;MainCardHolder;US;29.08.2016;Banking;;29.08.2016;;;USD;;
949;100001031;CARDSYSTEM;6031;CardAgreement;CardIssuer;MainCardHolder;US;26.06.2014;Banking;;26.06.2014;;;USD;;
950;100000155;CARDSYSTEM;5155;CardAgreement;CardIssuer;MainCardHolder;US;04.12.2013;Banking;;04.12.2013;;;USD;;
951;100000619;CARDSYSTEM;5619;CardAgreement;CardIssuer;MainCardHolder;US;15.05.2014;Banking;;15.05.2014;;;USD;;
952;100001535;CARDSYSTEM;6535;CardAgreement;CardIssuer;MainCardHolder;US;15.10.2013;Banking;;15.10.2013;;;USD;;
953;100001032;CARDSYSTEM;6032;CardAgreement;CardIssuer;MainCardHolder;US;04.04.2017;Banking;;04.04.2017;;;USD;;
954;100000620;CARDSYSTEM;5620;CardAgreement;CardIssuer;MainCardHolder;US;10.03.2012;Banking;;10.03.2012;;;USD;;
955;100000156;CARDSYSTEM;5156;CardAgreement;CardIssuer;MainCardHolder;US;16.08.2016;Banking;;16.08.2016;;;USD;;
956;100001536;CARDSYSTEM;6536;CardAgreement;CardIssuer;MainCardHolder;US;27.10.2015;Banking;;27.10.2015;;;USD;;
957;100001033;CARDSYSTEM;6033;CardAgreement;CardIssuer;MainCardHolder;US;28.05.2014;Banking;;28.05.2014;;;USD;;
958;100000621;CARDSYSTEM;5621;CardAgreement;CardIssuer;MainCardHolder;US;02.04.2013;Banking;;02.04.2013;;;USD;;
959;100000157;CARDSYSTEM;5157;CardAgreement;CardIssuer;MainCardHolder;US;22.01.2017;Banking;;22.01.2017;;;USD;;
960;100001537;CARDSYSTEM;6537;CardAgreement;CardIssuer;MainCardHolder;US;23.01.2014;Banking;;23.01.2014;;;USD;;
961;100001034;CARDSYSTEM;6034;CardAgreement;CardIssuer;MainCardHolder;US;15.11.2013;Banking;;15.11.2013;;;USD;;
962;100000622;CARDSYSTEM;5622;CardAgreement;CardIssuer;MainCardHolder;US;07.03.2017;Banking;;07.03.2017;;;USD;;
963;100000158;CARDSYSTEM;5158;CardAgreement;CardIssuer;MainCardHolder;US;01.03.2016;Banking;;01.03.2016;;;USD;;
964;100001538;CARDSYSTEM;6538;CardAgreement;CardIssuer;MainCardHolder;US;07.01.2013;Banking;;07.01.2013;;;USD;;
965;100001035;CARDSYSTEM;6035;CardAgreement;CardIssuer;MainCardHolder;US;07.07.2014;Banking;;07.07.2014;;;USD;;
966;100000623;CARDSYSTEM;5623;CardAgreement;CardIssuer;MainCardHolder;US;07.05.2015;Banking;;07.05.2015;;;USD;;
967;100000159;CARDSYSTEM;5159;CardAgreement;CardIssuer;MainCardHolder;US;13.01.2013;Banking;;13.01.2013;;;USD;;
968;100001036;CARDSYSTEM;6036;CardAgreement;CardIssuer;MainCardHolder;US;17.10.2012;Banking;;17.10.2012;;;USD;;
969;100001539;CARDSYSTEM;6539;CardAgreement;CardIssuer;MainCardHolder;US;21.07.2015;Banking;;21.07.2015;;;USD;;
970;100000624;CARDSYSTEM;5624;CardAgreement;CardIssuer;MainCardHolder;US;21.10.2013;Banking;;21.10.2013;;;USD;;
971;100000160;CARDSYSTEM;5160;CardAgreement;CardIssuer;MainCardHolder;US;24.02.2015;Banking;;24.02.2015;;;USD;;
972;100001037;CARDSYSTEM;6037;CardAgreement;CardIssuer;MainCardHolder;US;09.03.2017;Banking;;09.03.2017;;;USD;;
973;100000625;CARDSYSTEM;5625;CardAgreement;CardIssuer;MainCardHolder;US;14.10.2012;Banking;;14.10.2012;;;USD;;
974;100000161;CARDSYSTEM;5161;CardAgreement;CardIssuer;MainCardHolder;US;10.05.2017;Banking;;10.05.2017;;;USD;;
975;100001540;CARDSYSTEM;6540;CardAgreement;CardIssuer;MainCardHolder;US;06.01.2012;Banking;;06.01.2012;;;USD;;
976;100001038;CARDSYSTEM;6038;CardAgreement;CardIssuer;MainCardHolder;US;11.10.2014;Banking;;11.10.2014;;;USD;;
977;100000626;CARDSYSTEM;5626;CardAgreement;CardIssuer;MainCardHolder;US;16.08.2012;Banking;;16.08.2012;;;USD;;
978;100000162;CARDSYSTEM;5162;CardAgreement;CardIssuer;MainCardHolder;US;26.02.2012;Banking;;26.02.2012;;;USD;;
979;100001039;CARDSYSTEM;6039;CardAgreement;CardIssuer;MainCardHolder;US;16.02.2016;Banking;;16.02.2016;;;USD;;
980;100001541;CARDSYSTEM;6541;CardAgreement;CardIssuer;MainCardHolder;US;25.05.2013;Banking;;25.05.2013;;;USD;;
981;100000627;CARDSYSTEM;5627;CardAgreement;CardIssuer;MainCardHolder;US;03.02.2016;Banking;;03.02.2016;;;USD;;
982;100000163;CARDSYSTEM;5163;CardAgreement;CardIssuer;MainCardHolder;US;06.04.2012;Banking;;06.04.2012;;;USD;;
983;100001040;CARDSYSTEM;6040;CardAgreement;CardIssuer;MainCardHolder;US;20.10.2016;Banking;;20.10.2016;;;USD;;
984;100000628;CARDSYSTEM;5628;CardAgreement;CardIssuer;MainCardHolder;US;22.02.2014;Banking;;22.02.2014;;;USD;;
985;100001542;CARDSYSTEM;6542;CardAgreement;CardIssuer;MainCardHolder;US;13.07.2016;Banking;;13.07.2016;;;USD;;
986;100001041;CARDSYSTEM;6041;CardAgreement;CardIssuer;MainCardHolder;US;26.05.2012;Banking;;26.05.2012;;;USD;;
987;100000164;CARDSYSTEM;5164;CardAgreement;CardIssuer;MainCardHolder;US;12.02.2016;Banking;;12.02.2016;;;USD;;
988;100000629;CARDSYSTEM;5629;CardAgreement;CardIssuer;MainCardHolder;US;11.01.2014;Banking;;11.01.2014;;;USD;;
989;100001042;CARDSYSTEM;6042;CardAgreement;CardIssuer;MainCardHolder;US;17.04.2016;Banking;;17.04.2016;;;USD;;
990;100000165;CARDSYSTEM;5165;CardAgreement;CardIssuer;MainCardHolder;US;25.08.2014;Banking;;25.08.2014;;;USD;;
991;100001543;CARDSYSTEM;6543;CardAgreement;CardIssuer;MainCardHolder;US;16.12.2012;Banking;;16.12.2012;;;USD;;
992;100000630;CARDSYSTEM;5630;CardAgreement;CardIssuer;MainCardHolder;US;26.11.2013;Banking;;26.11.2013;;;USD;;
993;100001043;CARDSYSTEM;6043;CardAgreement;CardIssuer;MainCardHolder;US;10.04.2017;Banking;;10.04.2017;;;USD;;
994;100000166;CARDSYSTEM;5166;CardAgreement;CardIssuer;MainCardHolder;US;07.12.2012;Banking;;07.12.2012;;;USD;;
995;100000631;CARDSYSTEM;5631;CardAgreement;CardIssuer;MainCardHolder;US;23.08.2013;Banking;;23.08.2013;;;USD;;
996;100001544;CARDSYSTEM;6544;CardAgreement;CardIssuer;MainCardHolder;US;09.12.2014;Banking;;09.12.2014;;;USD;;
997;100001044;CARDSYSTEM;6044;CardAgreement;CardIssuer;MainCardHolder;US;18.09.2016;Banking;;18.09.2016;;;USD;;
998;100000167;CARDSYSTEM;5167;CardAgreement;CardIssuer;MainCardHolder;US;25.07.2013;Banking;;25.07.2013;;;USD;;
999;100000632;CARDSYSTEM;5632;CardAgreement;CardIssuer;MainCardHolder;US;27.07.2014;Banking;;27.07.2014;;;USD;;
1000;100001045;CARDSYSTEM;6045;CardAgreement;CardIssuer;MainCardHolder;US;15.12.2012;Banking;;15.12.2012;;;USD;;
1001;100001545;CARDSYSTEM;6545;CardAgreement;CardIssuer;MainCardHolder;US;13.10.2013;Banking;;13.10.2013;;;USD;;
1002;100000633;CARDSYSTEM;5633;CardAgreement;CardIssuer;MainCardHolder;US;21.04.2017;Banking;;21.04.2017;;;USD;;
1003;100000168;CARDSYSTEM;5168;CardAgreement;CardIssuer;MainCardHolder;US;06.06.2016;Banking;;06.06.2016;;;USD;;
1004;100001046;CARDSYSTEM;6046;CardAgreement;CardIssuer;MainCardHolder;US;05.08.2015;Banking;;05.08.2015;;;USD;;
1005;100000634;CARDSYSTEM;5634;CardAgreement;CardIssuer;MainCardHolder;US;09.08.2013;Banking;;09.08.2013;;;USD;;
1006;100001546;CARDSYSTEM;6546;CardAgreement;CardIssuer;MainCardHolder;US;14.08.2013;Banking;;14.08.2013;;;USD;;
1007;100000169;CARDSYSTEM;5169;CardAgreement;CardIssuer;MainCardHolder;US;01.12.2012;Banking;;01.12.2012;;;USD;;
1008;100001047;CARDSYSTEM;6047;CardAgreement;CardIssuer;MainCardHolder;US;29.06.2014;Banking;;29.06.2014;;;USD;;
1009;100000635;CARDSYSTEM;5635;CardAgreement;CardIssuer;MainCardHolder;US;12.05.2012;Banking;;12.05.2012;;;USD;;
